Contact Developer,Verfified by developer,Investment (USD Million),Developersorted ascending,Developersorted ascendingDeveloper Category,Planned COD,Unnamed: 1,Developer Category,Project Status,State,Project Name,source
Contact,--,361,NTPC Group,NTPC GroupPSU,,,PSU,Under Construction,--,Solar Energy Corporation of India Limited's 1.2 GW wind-solar hybrid projects (Tranche V),grid
Contact,--,309,NTPC Group,NTPC GroupPSU,,,PSU,Permitting,--,RECPDCL 1250 MW Pan India Solar Tender Dec 2022,grid
Contact,--,120,NTPC Group,NTPC GroupPSU,--,,PSU,Permitting,--,"ISTS connected 
Wind Solar 
Hybrid (Tranche 
VII), Pan India, 
Oct 2023",grid
Contact,--,281,NTPC Group,NTPC GroupPSU,2023,,PSU,Under Construction,Rajasthan,"1785 MW GridConnected Solar PV
Power Projects in
Rajasthan (Tranche-IV)",grid
Contact,--,63,NTPC Group,NTPC GroupPSU,,,PSU,Permitting,Madhya Pradesh,Rewa Ultra Mega Solar Limited's 300 MW floating solar project (Phase II),grid
Contact,--,28,NTPC Group,NTPC GroupPSU,--,,PSU,Permitting,--,"SJVN, 1500 
MW, ISTS 
connected 
Solar, Pan 
India, Oct 
2023",grid
Contact,--,112,NTPC Group,NTPC GroupPSU,--,,PSU,Permitting,--,"SECI, 1500 MW, ISTS Connected Solar (Tranche
XIV), Pan India, Jan 2024",grid
Contact,--,59,NTPC Group,NTPC GroupPSU,,,PSU,Under Construction,Madhya Pradesh,"RUMSL Shajapur Solar
Park",grid
Contact,--,140,NTPC Group,NTPC GroupPSU,--,,PSU,Permitting,--,"SECI, 1500 MW, ISTS Connected Solar (ISTS-XIII), Pan India, Dec 2023",grid
Contact,--,124,NTPC Group,NTPC GroupPSU,,,PSU,Under Construction,Madhya Pradesh,RUMSL Shajapur Solar,grid
Contact,--,413,NTPC Group,NTPC GroupPSU,2025,,PSU,Under Construction,Rajasthan,Indian Renewable Energy Development Agency 5000 MW Solar PV Tranche III Phase II CPSU Program Pan India Jan 2021,grid
Contact,--,112,NTPC Group,NTPC GroupPSU,,,PSU,Under Construction,Gujarat,Gujarat Urja Vikas Nigam Limited 500 MW Solar Phase XI Gujarat,grid
Contact,--,112,NTPC Group,NTPC GroupPSU,,,PSU,Permitting,Gujarat,GUVNL 600 MW Solar Tender Phase XVII Sept 2022,grid
Contact,--,401,NTPC Group,NTPC GroupPSU,--,,PSU,Permitting,--,REMCL 1000MW RTC RE Pan India Jul 2022,grid
Contact,--,84,NTPC Group,NTPC GroupPSU,,,PSU,Under Construction,Gujarat,Gujarat Urja Vikas Nigam Limited 500 MW Solar Phase XII Gujarat Jan 2021,grid
Contact,--,705,NTPC Group,NTPC GroupPSU,2024,,PSU,Under Construction,Gujarat,NTPC'S 4750 MW Solar Project,grid
Contact,--,146,NTPC Group,NTPC GroupPSU,2023,,PSU,Permitting,--,"SECI's  CPSU Scheme (Tranche-II, 1500 MW)",grid
Contact,--,160,NTPC Group,NTPC GroupPSU,--,,PSU,Permitting,--,"REMCL, 750 
MW, RE with or 
Without storage 
(RTC), Pan India, 
Sep 2023",grid
Contact,--,193,NTPC Group,NTPC GroupPSU,,,PSU,Under Construction,Gujarat,"1200 MW ISTS-connected Wind
Power Projects (Tranche-XII)",grid
Contact,--,361,NTPC Group,NTPC GroupPSU,,,PSU,Under Construction,Gujarat,1200 MW ISTS-connected Wind-Solar Hybrid Power Projects (Tranche-V),grid
Contact,--,361,NTPC Group,NTPC GroupPSU,2023,,PSU,Under Construction,Gujarat,1200 MW ISTS-connected Wind-Solar Hybrid Power Projects (Tranche-IV),grid
Contact,--,264,NTPC Group,NTPC GroupPSU,,,PSU,Under Construction,Rajasthan,"1070 MW GridConnected Solar PV
Power Projects in
Rajasthan (Tranche-III)",grid
Contact,--,126,NTPC Group,NTPC GroupPSU,--,,PSU,Permitting,--,"GUVNL, 1125 MW, Solar, Gujarat, Jan
2024",grid
Contact,--,11,NTPC Group,NTPC GroupPSU,,,PSU,Under Construction,Uttar Pradesh,Uttar Pradesh New & Renewable Energy Development Agency's project for 500 MW solar projects,grid
Contact,--,3,Nalanda University,Nalanda UniversityPSU,,,PSU,Permitting,Bihar,"SECI's  CPSU Scheme (Tranche-I, 2000 MW)",grid
Contact,--,286,Neyveli Lignite Corporation Limited,Neyveli Lignite Corporation LimitedPSU,2025,,PSU,Under Construction,--,Indian Renewable Energy Development Agency 5000 MW Solar PV Tranche III Phase II CPSU Program Pan India Jan 2021,grid
Contact,--,241,O2 Power Private Limited,O2 Power Private LimitedPrivate,--,,Private,Permitting,--,"NHPC, 1500 
MW, ISTS 
connected 
Solar Wind 
Hybrid, Pan 
India",grid
Contact,--,80,O2 Power Private Limited,O2 Power Private LimitedPrivate,--,,Private,Permitting,--,"REMCL, 750 
MW, RE with or 
Without storage 
(RTC), Pan India, 
Sep 2023",grid
Contact,--,201,O2 Power Private Limited,O2 Power Private LimitedPrivate,--,,Private,Permitting,--,"NTPC, 1000 MW, ISTS Connected Wind Solar Hybrid, Mar 2024",grid
Contact,--,67,O2 Power Private Limited,O2 Power Private LimitedPrivate,2024,,Private,Under Construction,Gujarat,Gujarat Urja Vikas Nigam Limited's 500 MW wind power projects (Phase III),grid
Contact,--,80,O2 Power Private Limited,O2 Power Private LimitedPrivate,--,,Private,Permitting,--,REMCL 1000MW RTC RE Pan India Jul 2022,grid
Contact,--,197,O2 Power Private Limited,O2 Power Private LimitedPrivate,2023,,Private,Under Construction,Madhya Pradesh,RUMSL's 550 Agar Solar Project,grid
Contact,--,72,O2 Power Private Limited,O2 Power Private LimitedPrivate,,,Private,Permitting,Madhya Pradesh,Rewa Ultra Mega Solar Limited's 750 MW wind-solar hybrid projects,grid
Contact,--,213,O2 Power Private Limited,O2 Power Private LimitedPrivate,2023,,Private,Under Construction,Rajasthan,NHPC Limited 2000 MW Solar Pan India Aug 2019,grid
Contact,--,217,O2 Power Private Limited,O2 Power Private LimitedPrivate,--,,Private,Permitting,--,"SJVN, 1500 MW, ISTS Wind-Solar Hybrid, Pan India, Sep 2023",grid
Contact,--,193,O2 Power Private Limited,O2 Power Private LimitedPrivate,2024,,Private,Under Construction,--,Solar Energy Corporation of India Limited's 1.2 GW wind projects (Tranche XIII),grid
Contact,--,225,O2 Power Private Limited,O2 Power Private LimitedPrivate,2024,,Private,Under Construction,Rajasthan,NTPC,grid
Contact,--,8,Oil and Natural Gas Corporation,Oil and Natural Gas CorporationPSU,,,PSU,Under Construction,Gujarat,Oil and Natural Gas Corporation 's 15 MW Solar projects,grid
Contact,--,56,Pace Digitek,Pace DigitekPrivate,--,,Private,Permitting,--,"SECI, 1200 MW , ISTS Connected Solar with 600 MW/1200 MWh ESS (ISTS-XV), Pan India, Mar 2024",grid
Contact,--,361,Project Ten Renewables Power Pvt Limited,Project Ten Renewables Power Pvt LimitedPrivate,2023,,Private,Under Construction,Karnataka,1200 MW ISTS-connected Wind-Solar Hybrid Power Projects (Tranche-IV),grid
Contact,--,786,RUMSL,RUMSLPSU,2024,,PSU,Under Construction,Madhya Pradesh,RUMSL's 1400 Solar Project,grid
Contact,--,225,Railway Energy Management Company Limited,Railway Energy Management Company LimitedPSU,,,PSU,Permitting,--,Rail India Technical and Economic Service Limited's for 400 MW solar projects,grid
Contact,--,118,Railway Energy Management Company Limited,Railway Energy Management Company LimitedPSU,,,PSU,Permitting,--,Railway Energy Management Company Limited's (REMCL) 210 MW solar projects,grid
Contact,--,815,Rajasthan Solarpark Development Company Limited (RSDCL),Rajasthan Solarpark Development Company Limited (RSDCL)PSU,2024,,PSU,Under Construction,Rajasthan,RSDCL's 1450 Bikaner Solar Project,grid
Contact,--,548,ReNew Power Private Limited,ReNew Power Private LimitedPrivate,2023,,Private,Under Construction,Rajasthan,"1785 MW GridConnected Solar PV
Power Projects in
Rajasthan (Tranche-IV)",grid
Contact,--,6172.84,ABC Cleantech Limited,ABC Cleantech LimitedPrivate,,,Private,Permitting,Karnataka,ABC Cleantech's green hydrogen and ammonia plant in Karnataka,hydrogen
Contact,--,6419.75,ACME Cleantech Solutions Private Limited,ACME Cleantech Solutions Private LimitedPrivate,2027,,Private,Permitting,Karnataka,"ACME's Green Hydrogen and Ammonia project, Karnataka",hydrogen
Contact,--,6478,ACME Cleantech Solutions Private Limited,ACME Cleantech Solutions Private LimitedPrivate,2027,,Private,Announced,Odisha,ACME Cleantech Solutions Private Limited Green Hydrogen Derivative Production Plant,hydrogen
Contact,--,6478.27,ACME Cleantech Solutions Private Limited,ACME Cleantech Solutions Private LimitedPrivate,,,Private,Announced,Tamil Nadu,"ACME's Green Hydrogen and Ammonia project, Tamil Nadu",hydrogen
Contact,--,50,Adani New Industries Limited (ANIL),Adani New Industries Limited (ANIL)Private,,,Private,Announced,,Adani's green hydrogen project,hydrogen
Contact,--,507.28,Adani New Industries Limited (ANIL),Adani New Industries Limited (ANIL)Private,,,Private,Announced,,Adani's Electrolyser manufacturing unit,hydrogen
Contact,--,255.56,Advait Infratech,Advait InfratechPrivate,--,,Private,Permitting,--,Advait Infratech Electrolyser factory,hydrogen
Contact,--,573.62,Amp Energy Limited and Ohmium International,Amp Energy Limited and Ohmium InternationalPrivate,2025,,Private,Permitting,,400 MW green hydrogen project,hydrogen
Contact,--,3086,Avaada Energy Private Limited,Avaada Energy Private LimitedPrivate,,,Private,Announced,Odisha,Avaada's Green Ammonia project in Uttar Pradesh,hydrogen
Contact,--,4938.27,Avaada Energy Private Limited,Avaada Energy Private LimitedPrivate,2026,,Private,Permitting,Rajasthan,Avaada's Green Ammonia project in Rajasthan,hydrogen
Contact,--,29.88,Bharat Petroleum Corporation Limited (BPCL),Bharat Petroleum Corporation Limited (BPCL)PSU,,,PSU,Announced,Madhya Pradesh,Green hydrogen plant at Bina,hydrogen
Contact,--,7.17,Bharat Petroleum Corporation Limited (BPCL),Bharat Petroleum Corporation Limited (BPCL)PSU,,,PSU,Under Bidding,Maharashtra,Green hydrogen blending in CGD network,hydrogen
Contact,--,80,CESC Limited,CESC LimitedPrivate,--,,Private,Permitting,--,CESC Green Hydrogen Production Plant,hydrogen
Contact,--,15.11,GAIL India Limited,GAIL India LimitedPSU,2024,,PSU,Under Construction,Madhya Pradesh,Guna green hydrogen plant,hydrogen
Contact,--,50,GreenZo Energy Private Limited,GreenZo Energy Private LimitedPrivate,2025,,Private,Announced,,GreenZo's electrolyser manufacturing facility,hydrogen
Contact,--,500,Greenko Group,Greenko GroupPrivate,,,Private,Permitting,,2 GW alkaline electrolyser manufacturing unit,hydrogen
Contact,--,--,Greenko Group,Greenko GroupPrivate,,,Private,Announced,Andhra Pradesh,Greenko ZeroC's Kakinada Plant,hydrogen
Contact,--,--,Greenko Group,Greenko GroupPrivate,2024,,Private,Announced,Himachal Pradesh,Green ammonia pilot project,hydrogen
Contact,--,21.96,Gujarat Industries Power Company Limited (GIPCL),Gujarat Industries Power Company Limited (GIPCL)PSU,,,PSU,Under Bidding,Gujarat,GIPCL's Green Hydrogen Project,hydrogen
Contact,--,550,HHP Two Limited,HHP Two LimitedPrivate,--,,Private,Permitting,--,HHP Two Green Hydrogen Production Plant,hydrogen
Contact,--,3.56,Hindustan Petroleum Corporation Limited (HPCL),Hindustan Petroleum Corporation Limited (HPCL)PSU,2024,,PSU,Announced,Andhra Pradesh,Green hydrogen plant at Visakh refinery,hydrogen
Contact,--,117.48,Hindustan Petroleum Corporation Limited (HPCL),Hindustan Petroleum Corporation Limited (HPCL)PSU,2028,,PSU,Announced,Rajasthan,Hindustan Petroleum Corporation Limited (HPCL) Green Hydrogen Production Plant,hydrogen
Contact,--,41.41,Hindustan Petroleum Corporation Limited (HPCL),Hindustan Petroleum Corporation Limited (HPCL)PSU,--,,PSU,Announced,--,Hindustan Petroleum Corporation Limited (HPCL) Green hydrogen Production Plant,hydrogen
Contact,--,2500,Hygenco Green Energies Pvt. Ltd.,Hygenco Green Energies Pvt. Ltd.Private,2030,,Private,Announced,Odisha,Hygenco Green Ammonia Plant,hydrogen
Contact,--,3.25,India Hydrogen Alliance and the state government of Kerala,India Hydrogen Alliance and the state government of KeralaPSU,2025,,PSU,Announced,Kerala,Kochi green hydrogen hub,hydrogen
Contact,--,48.15,Indian Oil Corporation Limited (IOCL),Indian Oil Corporation Limited (IOCL)PSU,2024,,PSU,Under Bidding,Haryana,Green hydrogen plant at Panipat refinery,hydrogen
Contact,--,48.15,Indian Oil Corporation Limited (IOCL),Indian Oil Corporation Limited (IOCL)PSU,2024,,PSU,Under Bidding,Uttar Pradesh,Green hydrogen plant at Mathura refinery,hydrogen
Contact,--,1851,JSW Energy Limited,JSW Energy LimitedPrivate,,,Private,Announced,Karnataka,JSW's Green Ammonia project in Karnataka,hydrogen
Contact,,--,Jakson Green Infinity Private Limited,Jakson Green Infinity Private LimitedPrivate,2024,,Private,Under Construction,Uttar Pradesh,Jakson's green electrolyser manufacturing plant,hydrogen
Contact,--,766.67,Jindal India Limited,Jindal India LimitedPrivate,--,,Private,Permitting,--,Jindal India Limited Electrolyser Manufacturing Plant,hydrogen
Contact,--,766.67,L&T Electrolysers Limited,L&T Electrolysers LimitedPrivate,--,,Private,Permitting,--,L&T Electrolyser Manufacturing Plant,hydrogen
Contact,--,1.41,,NANA,,,,Under Bidding,Maharashtra,1 MW green hydrogen plant for Mahapreit,hydrogen
Contact,--,--,NHPC Limited,NHPC LimitedPSU,,,PSU,Announced,Himachal Pradesh,Green hydrogen project Chamba,hydrogen
Contact,--,--,NHPC Limited,NHPC LimitedPSU,,,PSU,Announced,Ladakh,Development of “Pilot Green Hydrogen Technologies” in District Kargil,hydrogen
Contact,--,--,NHPC Limited,NHPC LimitedPSU,,,PSU,Announced,Ladakh,Development of “Pilot Green Hydrogen Technologies” in District Leh,hydrogen
Contact,--,8070,NTPC Group,NTPC GroupPSU,,,PSU,Announced,Andhra Pradesh,NTPC Green Ammonia and Green Methanol project,hydrogen
Contact,--,250,Ohmium International,Ohmium InternationalPrivate,2023,,Private,Under Construction,Karnataka,Ohmium's Green Hydrogen Electrolyzer Gigafactory,hydrogen
Contact,--,2800,Petronas Group,Petronas GroupPrivate,--,,Private,Announced,Karnataka,Petronas Group Green Hydrogen Derivatives Production Plant,hydrogen
Contact,--,--,Reliance Green Hydrogen & Green Chemicals,Reliance Green Hydrogen & Green ChemicalsPrivate,--,,Private,Permitting,Gujarat,Reliance Green Hydrogen Production Plant,hydrogen
Contact,--,766.67,Reliance New Energy Solar Limited (RNESL),Reliance New Energy Solar Limited (RNESL)Private,,,Private,Permitting,Gujarat,Reliance's Electrolyzers Manufacturing Unit,hydrogen
Contact,--,3296,Renew Group,Renew GroupPrivate,--,,Private,Permitting,Kerala,Renew Group Green Hydrogen Derivatives Production Plant,hydrogen
Contact,--,4419,Sembcorp Industries,Sembcorp IndustriesPrivate,2027,,Private,Under Construction,Tamil Nadu,Sembcorp Green Ammonia Plant,hydrogen
Contact,--,140,Torrent Power,Torrent PowerPrivate,--,,Private,Permitting,Rajasthan,Torrent Power Green Hydrogen Production Plant,hydrogen
Contact,--,80,UPL Limited,UPL LimitedPrivate,--,,Private,Permitting,--,UPL Green Hydrogen Plant,hydrogen
Contact,--,2.96,Watomo Energies Ltd and Biezel Green Energy,Watomo Energies Ltd and Biezel Green EnergyPrivate,2023,,Private,Announced,Madhya Pradesh,Khandwa green hydrogen project,hydrogen
Contact,--,150,Welspun New Energy,Welspun New Energy Private,--,,Private,Permitting,--,Welspun New Energy  Green Hydrogen Plant,hydrogen
Contact,--,50.99,"homiHydrogen Private Limited  (joint venture of h2e Power, BlueBasic AMA Engineering, and Greenstat Hydrogen India)","homiHydrogen Private Limited  (joint venture of h2e Power, BlueBasic AMA Engineering, and Greenstat Hydrogen India)Private",2023,,Private,Announced,Maharashtra,homiHydrogen's electrolyser manufacturing facility,hydrogen
Contact,--,--,ACME Solar,ACME SolarPrivate,2026,,Private,Announced,,ACME's module production facility,solar
Contact,--,419.75,Adani group,Adani groupPrivate,2023,,Private,Under Construction,Gujarat,Adani's integrated PV unit,solar
Contact,--,177.78,Amp Energy India Private Limited and Websol Energy Systems Limited,Amp Energy India Private Limited and Websol Energy Systems LimitedPrivate,--,,Private,Under Construction,West Bengal,Solar manufacturing facility of Amp and Websol,solar
Contact,--,740.74,Avaada Energy Private Limited,Avaada Energy Private LimitedPrivate,2023,,Private,Announced,,Avaada's cells and modules production facility,solar
Contact,--,86.42,Bharat Vikas Group Limited,Bharat Vikas Group LimitedPrivate,2023,,Private,Announced,,BVG's module facility,solar
Contact,--,345.68,Chiripal Group (GREW),Chiripal Group (GREW)Private,2026,,Private,Announced,,Chiripal Group (GREW) Wafer Cell and Module Plant,solar
Contact,--,691.36,Coal India Limited,Coal India LimitedPSU,--,,PSU,Announced,,CIL's integrated PV facility,solar
Contact,--,259.26,CubicPV Inc,CubicPV IncPrivate,--,,Private,Announced,,CubicPV's cell manufacturing unit,solar
Contact,,200,EY,EYPrivate,2027,,Private,Permitting,--,Test,solar
Contact,--,101.85,Emmvee Solar System Private Limited,Emmvee Solar System Private LimitedPrivate,2023,,Private,Under Construction,Karnataka,Emmvee's modules and cell facility,solar
Contact,--,693.83,First Solar Holdings Inc.,First Solar Holdings Inc.Private,2023,,Private,Under Construction,Tamil Nadu,Integrated PV facility of First Solar,solar
Contact,--,43.21,Gautam Solar Private Limited,Gautam Solar Private LimitedPrivate,2024,,Private,Announced,Uttarakhand,Gautam's module manufacturing,solar
Contact,--,60.49,Gautam Solar Private Limited,Gautam Solar Private LimitedPrivate,2024,,Private,Announced,Gujarat,Gautam's module manufacturing,solar
Contact,--,617.28,Goldi Solar Private Limited,Goldi Solar Private LimitedPrivate,2025,,Private,Under Construction,Gujarat,Goldi's PV manufacturing expansion,solar
Contact,--,172.84,JSW Energy,JSW EnergyPrivate,2026,,Private,Announced,,JSW Wafer Cell and Module Plant,solar
Contact,,60.1,Jakson Green Private Limited,Jakson Green Private LimitedPrivate,2025,,Private,Announced,,Jakson's module manufacturing facility,solar
Contact,--,21.6,Jupiter Solar Power Limited,Jupiter Solar Power LimitedPrivate,2023,,Private,Under Construction,Himachal Pradesh,Jupiter's cells and modules manufacturing,solar
Contact,--,432.1,Navitas Green Solutions Private Limited,Navitas Green Solutions Private LimitedPrivate,2025,,Private,Announced,Gujarat,Module manufacturing unit of Navitas,solar
Contact,--,103.7,Pixon Energy Limited,Pixon Energy LimitedPrivate,2023,,Private,Under Construction,Gujarat,Pixon's module manufacturing unit,solar
Contact,--,61.73,Premier Energies Limited,Premier Energies LimitedPrivate,--,,Private,Under Construction,Telangana,Premier's cells and modules facility,solar
Contact,--,864.2,Rayzon Solar Limited,Rayzon Solar LimitedPrivate,2025,,Private,Announced,Gujarat,Rayzon's solar module production facility,solar
Contact,--,296.3,ReNew Private Limited,ReNew Private LimitedPrivate,2023,,Private,Under Construction,Gujarat,ReNew's PV manufacturing facility,solar
Contact,--,296.3,ReNew Private Limited,ReNew Private LimitedPrivate,2023,,Private,Under Construction,Rajasthan,ReNew's PV manufacturing facility,solar
Contact,--,3358.02,Reliance Industries Limited,Reliance Industries LimitedPrivate,2024,,Private,Under Construction,Gujarat,Reliance's integrated PV facility,solar
Contact,--,172.84,Renewsys India Private Limited,Renewsys India Private LimitedPrivate,--,,Private,Under Construction,Maharashtra,Renewsys module facility,solar
Contact,--,207.41,Saatvik Solar under Saatvik Green Energy Private Limited,Saatvik Solar under Saatvik Green Energy Private LimitedPrivate,2023,,Private,Announced,Gujarat,Saatvik's module manufacturing facility,solar
